ID,SMILES,IC50,pIC50,bioactivity,Target.ChEMBL.ID,Target.Name,Document.ChEMBL.ID,Assay.Description,Document.Journal,Document.Year,MW,LogP,nHA,nHD,TPSA,nHET,nRot,Aro
CHEMBL327401,C[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCC(=O)O)C(=O)N1CCC[C@H]1C(=O)O,60,7.22,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1135683,Inhibition of Angiotensin I converting enzyme (ACE) in Bothrops jararaca venom,J. Med. Chem.,2002,629.712,-5.1768,15,8,250.04,15,17,2
CHEMBL327799,C[C@H](O)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,665,6.18,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,436.4,-3.9424,9,6,166,10,10,2
CHEMBL328030,CC(C)Oc1ccc(C[C@H](NC(=O)[C@@H](NCP(=O)(O)O)C(C)C)C(=O)O)cc1,92,7.04,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,416.409,-3.6659,9,5,155,10,11,1
CHEMBL328327,C[C@H](CS)C(=O)N1C[C@@H](NC(=O)C(CS)Cc2ccccc2)C[C@H]1C(=O)O,87,7.06,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1152063,In vitro inhibition against angiotensin converting enzyme (ACE),Bioorg. Med. Chem. Lett.,1994,410.557,1.5717,6,2,164.31,8,8,1
CHEMBL328378,CCCCCCCC[C@H](N[C@@H](CC)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O)C(=O)O,2.1,8.68,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1124381,Inhibitory activity on Angiotensin I converting enzyme (ACE) obtained from pig renal cortex and hippuryl-histidyl-leucine as substrate,J. Med. Chem.,1989,475.584,1.5992,9,3,127.25,9,15,1
CHEMBL328463,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1ccc2c(c1)OCO2)NCP(=O)(O)O,147,6.83,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,526.48,-1.8217,10,5,164.23,11,11,3
CHEMBL328537,C[C@@H](CC(=O)[C@@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,3200,5.5,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL2203023,Inhibition of ACE,J. Med. Chem.,2011,436.506,2.6177,7,2,103.78,7,9,2
CHEMBL328737,CC[C@H](C)C(NCC(=O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,65,7.19,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,412.484,0.4973,7,4,115.73,7,11,2
CHEMBL328811,CCCCCCCC[C@H](N[C@@H](C)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O)C(=O)OCC,2200,5.66,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1124381,"Inhibition of Angiotensin I converting enzyme from pig renal cortex, hippuryl-histidyl-leucine as substrate",J. Med. Chem.,1989,489.611,1.979,9,2,116.25,9,16,1
CHEMBL328814,C[C@@H](C[Si](O)(O)[C@@H](Cc1ccccc1)NC(=O)c1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,72,7.14,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL2203023,Inhibition of ACE,J. Med. Chem.,2011,470.596,3.7141,8,4,127.17,9,9,2
CHEMBL328847,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(Cc2ccccc2)C[C@H]1C(=O)O,7900,5.1,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1124381,"Inhibition of Angiotensin I converting enzyme from pig renal cortex, hippuryl-histidyl-leucine as substrate",J. Med. Chem.,1989,481.547,0.6945,9,2,116.25,9,12,2
CHEMBL329464,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1ccc(Cl)cc1)NCP(=O)(O)O,473,6.33,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,516.916,-1.3271,8,5,145.77,10,11,3
CHEMBL329530,C[C@H](c1ccccc1)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,138,6.86,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,496.498,-1.5056,8,5,145.77,9,11,3
CHEMBL329801,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)NC(CS)Cc2ccccc2)C[C@H]1C(=O)O,43,7.37,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1152063,In vitro inhibition against angiotensin converting enzyme (ACE),Bioorg. Med. Chem. Lett.,1994,556.682,0.1689,10,5,186.87,11,13,2
CHEMBL33025,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@H](O)C[C@H]1C(=O)O,0.871,9.06,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,456.474,-2.0793,9,4,160.2,10,13,1
CHEMBL330316,C[C@H](CS)C(=O)N1C[C@@H](NC(=O)NC(CS)Cc2ccccc2)C[C@H]1C(=O)O,147,6.83,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1152063,In vitro inhibition against angiotensin converting enzyme (ACE),Bioorg. Med. Chem. Lett.,1994,425.572,1.3936,7,3,176.34,9,8,1
CHEMBL330507,O=C(O)[C@H](Cc1ccc(-c2ccccc2)cc1)NC(=O)[C@H](Cc1cccs1)NCP(=O)(O)O,385,6.42,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,488.5,-2.0665,8,5,174.01,10,11,3
CHEMBL331378,C[C@H](CSC(=O)c1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)O,0.4,9.4,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1133572,Inhibitory activity against angiotensin I converting enzyme (ACE),J. Med. Chem.,2000,429.56,3.168,5,1,125.28,7,8,2
CHEMBL331575,CC1CCCC(C(=O)O)N1C(=O)CCS,1,9,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1145855,Inhibitory activity against Angiotensin I converting enzyme (ACE) from bovine kidney,J. Med. Chem.,2003,231.315,0.8144,4,1,96.41,5,3,0
CHEMBL3350294,O=C(O)CN1CCCCC[C@@H](N[C@H](CCc2ccccc2)C(=O)O)C1=O,92,7.04,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123398,Inhibitory concentration (isomer B) against Angiotensin I converting enzyme,J. Med. Chem.,1986,362.424,-0.3214,7,3,106.94,7,8,1
CHEMBL3350318,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@@H]1C(=O)O,90000,4.05,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1123237,Inhibition of guinea pig angiotensin I converting enzyme,J. Med. Chem.,1986,498.574,0.5584,9,2,114.4,9,12,2
CHEMBL335997,CC(NC(C(=O)O)C1CCCN1C(=O)c1ccccc1)C(=O)N1CCCC1C(=O)O,2.9,8.54,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,417.46,-1.2516,9,3,127.25,9,7,1
CHEMBL338446,N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@@H]1C(=O)O,78000,4.11,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1127412,Inhibition against ACE.,J. Med. Chem.,1994,359.425,-1.43,7,2,103.94,7,5,1
CHEMBL340119,CC(C)C[C@H](N)C(=O)N[C@@H](C)C(=O)N1CCC[C@@H]1C(=O)O,2300,5.64,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1127412,Inhibition against ACE.,J. Med. Chem.,1994,299.37,-2.3614,7,3,112.73,7,6,0
CHEMBL340152,CCCC[C@H](N)C(=O)N[C@@H](C)C(=O)N1CCC[C@@H]1C(=O)O,700,6.16,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1127412,Inhibition against ACE.,J. Med. Chem.,1994,299.37,-2.1253,7,3,112.73,7,7,0
CHEMBL340528,O=C(O)C(CCc1ccccc1)N[C@H]1CCCC2SC[C@@H](C(=O)O)N2C1=O,0.6,9.22,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122964,Inhibition of Angiotensin I converting enzyme,J. Med. Chem.,1985,392.475,-0.1705,7,3,132.24,8,7,1
CHEMBL342091,O=C1N[C@H](C(=O)O)CCCCCc2ccccc2C[C@@H]1CS,8000,5.1,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1129939,Inhibitory concentration required to inhibit Angiotensin I converting enzyme (ACE),J. Med. Chem.,1997,321.44,2.7912,4,2,105.2,5,2,1
CHEMBL342373,CC(NC(C(=O)O)C1CCCN1C(=O)NCC(=O)O)C(=O)N1CCCC1C(=O)O,6,8.22,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,414.413,-3.8364,12,5,176.58,12,8,0
CHEMBL342652,CC(=O)N1CCCC1C(NC(C)C(=O)N1CCCC1C(=O)O)C(=O)O,9.4,8.03,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122972,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,355.39,-2.6954,9,3,127.25,9,6,0
CHEMBL34650,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,0.631,9.2,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,530.645,-0.7273,8,3,190.57,11,13,1
CHEMBL347755,O=C(O)C(CCc1ccccc1)N[C@H]1CCC[C@H]2SC[C@@H](C(=O)O)N2C1=O,0.6,9.22,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1135683,Inhibition of Angiotensin I converting enzyme (ACE) in Bothrops jararaca venom,J. Med. Chem.,2002,392.475,-0.1705,7,3,132.24,8,7,1
CHEMBL34832,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@@H](Sc2ccccc2)C[C@H]1C(=O)O,0.5248,9.28,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,548.639,0.4851,8,3,165.27,10,15,2
CHEMBL35309,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@@H](c2ccccc2)C[C@H]1C(=O)O,0.1318,9.88,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,516.573,0.5172,8,3,139.97,9,14,2
CHEMBL35419,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1C[C@@H](O)C[C@H]1C(=O)O,15.85,7.8,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,456.474,-2.0793,9,4,160.2,10,13,1
CHEMBL35561,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N(CC(=O)O)c1ccc2c(c1)OCO2,0.1148,9.94,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,520.517,-0.1336,10,3,158.43,11,15,2
CHEMBL35682,COc1ccc(N(CC(=O)O)C(=O)[C@H](CCCCN)OP(=O)(O)CCCCc2ccccc2)cc1OC,0.2884,9.54,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,536.56,-0.385,10,3,158.43,11,17,2
CHEMBL357311,O=C(O)[C@@H]1CCCCCc2ccccc2C[C@@H](CS)C(=O)N1,8000,5.1,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL2203227,Inhibition of ACE,J. Med. Chem.,2011,321.44,2.7912,4,2,105.2,5,2,1
CHEMBL357584,O=C1N[C@H](C(=O)O)CCCCCCc2cccc(c2)C[C@@H]1CS,175,6.76,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1129939,Inhibitory concentration required to inhibit Angiotensin I converting enzyme (ACE),J. Med. Chem.,1997,335.467,3.2456,4,2,105.2,5,2,1
CHEMBL3581907,N[C@@H](CCN[C@@H](CCN1CC[C@H]1C(=O)O)C(=O)O)C(=O)O,18700,4.73,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL3580612,Inhibition of ACE (unknown origin) using 3-Hydroxybutylyl-Gly-Gly-Gly substrate assessed as reduction in 3-Hyroxybutylic acid generation incubated for 1 hr by colorimetric assay,J. Nat. Prod.,2015,303.314,-7.0927,9,5,153.19,9,10,0
CHEMBL358439,C[C@@H](NCC(=O)O)C(=O)N1CCC[C@H]1C(=O)O,2400,5.62,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1135683,Inhibition of Angiotensin I converting enzyme (ACE) in Bothrops jararaca venom,J. Med. Chem.,2002,244.246,-3.1143,7,3,106.94,7,5,0
CHEMBL36503,NCCCC[C@H](OP(=O)(O)CCCCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,36.31,7.44,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,440.475,-1.2272,8,3,139.97,9,13,1
CHEMBL366455,O=C(CCC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1)N[C@H](Cc1ccccc1)C(=O)O,28,7.55,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121683,Concentration required to inhibit the activity of Angiotensin I converting enzyme by 50%,J. Med. Chem.,1981,472.539,3.2247,7,3,112.57,7,12,3
CHEMBL366503,C[C@H](OCc1ccccc1)[C@H](NCP(=O)(O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,656,6.18,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1150039,In vitro inhibitory concentration against angiotensin-converting enzyme,Bioorg. Med. Chem. Lett.,1994,526.524,-2.0964,9,5,155,10,13,3
CHEMBL366727,O=C(NC(Cc1ccccc1)/C(CCC(=O)N1CCC[C@H]1C(=O)O)=N/O)c1ccccc1,1200,5.92,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121683,Concentration required to inhibit the activity of Angiotensin I converting enzyme by 50%,J. Med. Chem.,1981,437.494,3.0208,8,3,119.3,8,9,2
CHEMBL366937,CC(S)C(Cc1ccccc1)C(=O)NCC(=O)O,11000,4.96,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126948,Inhibitory concentration was evaluated by Inhibiting 50% of Angiotensin I converting enzyme activity using 50 uM N-Cbz-Phe-His-Leu as substrate,J. Med. Chem.,1993,267.348,1.2384,4,2,105.2,5,6,1
CHEMBL367174,CC(C)CC(S)CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,2800,5.55,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1154033,Inhibition of human recombinant ACE by fluorimetry,Bioorg. Med. Chem. Lett.,2009,472.604,3.0457,7,4,154.53,8,12,2
CHEMBL367315,O=c1cc(N2CCOCC2)oc2ccccc12,13400,4.87,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1144347,Inhibitory concentration against human angiotensin I converting enzyme,J. Med. Chem.,2005,231.25,1.7884,4,0,38.77,4,1,1
CHEMBL368640,NC(=O)[C@@H]1CCCN1C(=O)CCC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1,150,6.82,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121683,Concentration required to inhibit the activity of Angiotensin I converting enzyme by 50%,J. Med. Chem.,1981,421.495,2.0016,7,2,109.57,7,9,2
CHEMBL368784,O=C(CCC(=O)N1CCC[C@H]1C(=O)O)C(Cc1ccccc1)NC(=O)C1CCCO1,20,7.7,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121683,Concentration required to inhibit the activity of Angiotensin I converting enzyme by 50%,J. Med. Chem.,1981,416.472,0.8491,8,2,113.01,8,9,1
CHEMBL369590,O=C(CCC(=O)C(Cc1ccccc1)NC(=O)c1ccccc1)NC(Cc1ccccc1)C(=O)OCc1ccccc1,180,6.75,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121683,Concentration required to inhibit the activity of Angiotensin I converting enzyme by 50%,J. Med. Chem.,1981,562.664,5.0707,7,2,101.57,7,15,4
CHEMBL369809,CC(C)(C)OC(=O)[C@@H]1CCCN1C(=O)CCC(=O)C(Cc1ccc(OCc2ccccc2)cc1)NC(=O)c1ccccc1,8600,5.07,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121683,Concentration required to inhibit the activity of Angiotensin I converting enzyme by 50%,J. Med. Chem.,1981,584.711,5.3216,8,1,102.01,8,14,3
CHEMBL372307,O=C(N[C@H]1CCCSC2CCC[C@@H](C(=O)O)N21)[C@@H](S)Cc1ccccc1,5,8.3,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1140446,Inhibitory concentration against angiotensin I converting enzyme,J. Med. Chem.,2005,394.558,2.1561,5,2,133.74,7,5,1
CHEMBL378864,CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCN)C(=O)N1CCC[C@H]1C(=O)O,10000,5,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1146940,Inhibition of ACE in bovine kidney,Bioorg. Med. Chem. Lett.,2006,429.519,-3.4625,9,5,140.55,9,10,2
CHEMBL381557,NCCC[C@H](NC(=O)[C@@H](N)Cc1c[nH]c2ccc(O)cc12)C(=O)N1CCC[C@H]1C(=O)O,4000,5.4,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1146940,Inhibition of ACE in bovine kidney,Bioorg. Med. Chem. Lett.,2006,431.491,-4.4954,10,6,174.77,10,9,2
CHEMBL383507,NCCC[C@H](NC(=O)[C@@H](N)Cc1ccsc1)C(=O)N1CCC[C@H]1C(=O)O,600,6.22,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1146940,Inhibition of ACE in bovine kidney,Bioorg. Med. Chem. Lett.,2006,382.483,-4.4047,8,4,166.99,9,9,1
CHEMBL38613,O=C(O)CN1C(=O)[C@@H](N[C@@H](CSc2ccccc2)C(=O)O)CCc2ccccc21,4,8.4,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122836,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,414.481,-0.2024,7,3,132.24,8,8,2
CHEMBL3932740,CC(C)C[C@H](S)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CCC[C@@H]1C(=O)O,12000,4.92,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL3886427,"Enzyme Assay: Human recombinant angiotensin-converting enzyme (hrACE) was obtained from R&D Systems (Minneapolis, Minn.). Its enzyme activity was determined using the internally quenched fluorescent substrate ES005: (7-methoxycoumarin-4-yl)acetyl-Arg-Pro-Pro-Gly-Phe-Ser-Ala-Phe-(2,4-dinitrophenyl)-Lys (R&D Systems, Minneapolis, Minn.). The assay buffer was 0.1 M HEPES, pH 7.4, and the temperature was 30° C. The substrate concentration was below Km (≦40 μM). Enzyme rates were determined in an Fmax fluorescence plate reader (Molecular Devices, Sunnyvale, Calif.) using an excitation wavelength of 320 nm and an emission wavelength of 405 nm.",,2015,439.575,1.346,8,1,137.03,9,6,0
CHEMBL39538,C[C@H](NC(CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,1.202,8.92,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1126767,Inhibitory activity against angiotensin converting enzyme (ACE),J. Med. Chem.,1993,348.398,-0.8587,7,3,106.94,7,8,1
CHEMBL3954917,CC(C)C[C@H](S)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](C)C(=O)O,640,6.19,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL3886427,"Enzyme Assay: Human recombinant angiotensin-converting enzyme (hrACE) was obtained from R&D Systems (Minneapolis, Minn.). Its enzyme activity was determined using the internally quenched fluorescent substrate ES005: (7-methoxycoumarin-4-yl)acetyl-Arg-Pro-Pro-Gly-Phe-Ser-Ala-Phe-(2,4-dinitrophenyl)-Lys (R&D Systems, Minneapolis, Minn.). The assay buffer was 0.1 M HEPES, pH 7.4, and the temperature was 30° C. The substrate concentration was below Km (≦40 μM). Enzyme rates were determined in an Fmax fluorescence plate reader (Molecular Devices, Sunnyvale, Calif.) using an excitation wavelength of 320 nm and an emission wavelength of 405 nm.",,2015,427.564,0.9959,8,1,137.03,9,7,0
CHEMBL3960222,CC(C)C[C@H](S)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)N1CC[C@H](C(=O)O)C1,49000,4.31,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL3886427,"Enzyme Assay: Human recombinant angiotensin-converting enzyme (hrACE) was obtained from R&D Systems (Minneapolis, Minn.). Its enzyme activity was determined using the internally quenched fluorescent substrate ES005: (7-methoxycoumarin-4-yl)acetyl-Arg-Pro-Pro-Gly-Phe-Ser-Ala-Phe-(2,4-dinitrophenyl)-Lys (R&D Systems, Minneapolis, Minn.). The assay buffer was 0.1 M HEPES, pH 7.4, and the temperature was 30° C. The substrate concentration was below Km (≦40 μM). Enzyme rates were determined in an Fmax fluorescence plate reader (Molecular Devices, Sunnyvale, Calif.) using an excitation wavelength of 320 nm and an emission wavelength of 405 nm.",,2015,439.575,1.2906,8,1,137.03,9,6,0
CHEMBL40420,CC(C)(C)OC(=O)NCCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,4,8.4,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122836,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,463.529,-0.0627,10,4,145.27,10,12,1
CHEMBL4067185,C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C[C@H]1C(=O)O,158,6.8,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL4020733,Inhibition of human plasma ACE,Bioorg Med Chem Lett,2017,578.586,-2.1937,10,5,162.06,13,13,2
CHEMBL40709,CCCC[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)OCC,2600,5.58,b3-inactive,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122836,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,376.451,0.3384,7,2,95.94,7,10,1
CHEMBL4078112,CCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C[C@H]1C(=O)O,51,7.29,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL4020733,Inhibition of human plasma ACE,Bioorg Med Chem Lett,2017,606.64,-1.2849,10,5,162.06,13,15,2
CHEMBL40806,CC(C)C[C@H](N[C@H]1CCc2ccccc2N(CC(=O)O)C1=O)C(=O)O,45,7.35,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1122836,In vitro inhibitory activity against Angiotensin I converting enzyme,J. Med. Chem.,1985,348.398,-0.7319,7,3,106.94,7,7,1
CHEMBL4086264,CC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C[C@H]1C(=O)O,8.6,8.07,b1-active,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL4020733,Inhibition of human plasma ACE,Bioorg Med Chem Lett,2017,592.613,-1.7393,10,5,162.06,13,14,2
CHEMBL408983,CC[C@H](C)[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)O,220,6.66,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1121370,Compound is evaluated for the inhibition of porcine plasma Angiotensin I converting enzyme,J. Med. Chem.,1980,1101.27,-2.3408,26,10,387.32,26,24,2
CHEMBL4090635,CCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C[C@@H](NC(=O)C[C@H](N)Cc2cc(F)c(F)cc2F)C[C@H]1C(=O)O,279,6.55,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL4020733,Inhibition of human plasma ACE,Bioorg Med Chem Lett,2017,620.667,-0.8305,10,5,162.06,13,16,2
CHEMBL409720,CC(C)CN(C[C@H](O)C(=O)O)C(=O)N[C@@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,35,7.46,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1143110,Inhibition of ACE,Bioorg. Med. Chem. Lett.,2008,428.483,1.8821,8,4,127.17,8,10,2
CHEMBL409920,CC(C)CN(C[C@H](O)C(=O)O)C(=O)N[C@@H](Cc1cccc2ccccc12)C(=O)O,110,6.96,b2-intermediate,CHEMBL1808,Angiotensin-converting enzyme,CHEMBL1143110,Inhibition of ACE,Bioorg. Med. Chem. Lett.,2008,402.445,1.4173,8,4,127.17,8,9,2
